point,bv,notebook,month,day,year,habtype,spp,round,region,area,impound,int,short,tall,pe,pcgrass,up,bg,water,wood,other,crop,central,north,east,south,west,averagewater,plant1,plant2,plant3,waterp,woodp,dead
wpt1053,v,NA,9,14,2015,ms,NA,2,se,tmpca,pooli,0,65,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,sedge,grass,millet,NA,NA,NA
wpt1058,v,NA,9,14,2015,ms,NA,2,se,tmpca,pooli,0,70,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,grass,a smartweed,sedge,NA,NA,NA
wpt1042,v,NA,9,14,2015,ms,NA,2,se,tmpca,pooli,0,90,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,sedge,grass,millet,NA,NA,NA
wpt1060,v,NA,9,14,2015,ms,NA,2,se,tmpca,pooli,0,90,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,sedge,grass,millet,NA,NA,NA
wpt1051,v,NA,9,14,2015,ms,NA,2,se,tmpca,pooli,0,90,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,sedge,grass,millet,NA,NA,NA
af152,b,NA,9,14,2015,ms,sora,2,se,tmpca,pooli,0,90,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,sedge,grass,millet,NA,NA,NA
wpt1055,v,NA,9,14,2015,ms,NA,2,se,tmpca,pooli,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sedge,a smartweed,cocklebur,NA,NA,NA
wpt1045,v,NA,9,14,2015,ms,NA,2,se,tmpca,pooli,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sedge,a smartweed,grass,NA,NA,NA
wpt1045,v,NA,9,14,2015,ms,NA,2,se,tmpca,pooli,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a smartweed,sedge,NA,NA,NA,NA
wpt1043,v,NA,9,14,2015,ms,NA,2,se,tmpca,pooli,0,60,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,sedge,a smartweed,grass,NA,NA,NA
wpt1044,v,NA,9,14,2015,ms,NA,2,se,tmpca,pooli,0,30,0,0,0,0,40,0,20,10,0,0,0,0,0,0,0,grass,sedge,a smartweed,NA,NA,NA
wpt1023,v,NA,9,14,2015,ms,NA,2,se,tmpca,poole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,24,26,28,25,25.6,NA,NA,NA,NA,NA,NA
wpt1030,v,NA,9,14,2015,ms,NA,2,se,tmpca,poole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,40,41,45,38,40.6,NA,NA,NA,NA,NA,NA
wpt1031,v,NA,9,14,2015,ms,NA,2,se,tmpca,poole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,48,49,52,50,48.8,NA,NA,NA,NA,NA,NA
wpt1036,v,NA,9,14,2015,ms,NA,2,se,tmpca,poole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,48,47,46,45,47,NA,NA,NA,NA,NA,NA
wpt1037,v,NA,9,14,2015,ms,NA,2,se,tmpca,poole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,10,11,15,8.8,NA,NA,NA,NA,NA,NA
wpt1028,v,NA,9,14,2015,ms,NA,2,se,tmpca,poole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
wpt1034,v,NA,9,14,2015,ms,NA,2,se,tmpca,poole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
wpt1025,v,NA,9,14,2015,ms,NA,2,se,tmpca,poole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
wpt1022,v,NA,9,14,2015,ms,NA,2,se,tmpca,poole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
wpt1021,v,NA,9,14,2015,ms,NA,2,se,tmpca,poole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,12,10,11,11.4,NA,NA,NA,NA,NA,NA
wpt1032,v,NA,9,14,2015,ms,NA,2,se,tmpca,poole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,27,29,31,30,28.4,NA,NA,NA,NA,NA,NA
wpt1029,v,NA,9,14,2015,ms,NA,2,se,tmpca,poole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,7,4,4.4,NA,NA,NA,NA,NA,NA
wpt1024,v,NA,9,14,2015,ms,NA,2,se,tmpca,poole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,6,5,9,6.4,NA,NA,NA,NA,NA,NA
wpt1030,v,NA,9,14,2015,ms,NA,2,se,tmpca,poole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16,11,14,13,13,NA,NA,NA,NA,NA,NA
af154,b,NA,9,14,2015,ms,sora,2,se,tmpca,poole,0,100,0,0,0,0,0,0,0,0,0,45,49,50,51,49,48.8,millet,grass,sedge,NA,NA,NA
af157,b,NA,9,14,2015,ms,sora,2,se,tmpca,poole,0,100,0,0,0,0,0,0,0,0,0,13,10,12,13,11,11.8,grass,sedge,millet,NA,NA,NA
af155,b,NA,9,14,2015,ms,sora,2,se,tmpca,poole,0,100,0,0,0,0,0,0,0,0,0,35,25,32,33,35,32,millet,grass,a smartweed,NA,NA,NA
af156,b,NA,9,14,2015,ms,sora,2,se,tmpca,poole,0,100,0,0,0,0,0,0,0,0,0,35,25,32,33,35,32,millet,grass,a smartweed,NA,NA,NA
